0 5 0 0
0 5 0 40
0 5 0 80
0 5 0 120
0 5 0 160
0 5 0 200
0 5 0 240
0 5 0 280
0 5 0 320
0 5 0 360
0 5 0 400
0 5 0 440
0 5 0 480
0 5 0 520
0 5 0 560
0 5 0 600
0 5 0 640
0 5 0 680
0 5 40 0
0 5 40 120
0 5 40 600
0 5 40 640
0 5 40 680
0 5 80 0
0 5 80 120
0 7 320 85.5
0 5 80 360
0 6 480 85.5
0 5 80 600
0 5 80 640
0 5 80 680
0 5 120 0
0 5 120 120
0 5 120 360
0 5 120 600
0 5 120 640
0 5 120 680
0 5 160 0
0 5 160 120
0 5 160 360
0 5 160 600
0 5 160 640
0 5 160 680
0 11 1120 165.5
0 5 200 0
0 5 200 120
0 5 200 280
0 5 200 360
0 7 440 205.5
0 5 200 600
0 5 200 640
0 5 200 680
0 5 240 0
0 5 240 120
0 5 240 280
0 5 240 360
0 5 240 600
0 5 240 640
0 5 240 680
0 5 280 0
0 5 280 120
0 5 280 280
0 5 280 360
0 5 280 600
0 5 280 640
0 5 280 680
0 5 320 0
0 5 320 120
0 5 320 280
0 5 320 360
0 7 560 325.5
0 5 320 600
0 5 320 640
0 5 320 680
0 5 360 0
0 5 360 120
0 5 360 280
0 5 360 360
0 5 360 560
0 5 360 600
0 5 360 640
0 5 360 680
0 5 400 0
0 11 80 405.5
0 5 400 120
0 5 400 280
0 5 400 360
0 5 400 560
0 5 400 600
0 5 400 640
0 5 400 680
0 5 440 0
0 5 440 120
0 5 440 280
0 5 440 360
0 5 440 560
0 5 440 600
0 5 440 640
0 5 440 680
0 5 480 0
0 5 480 120
0 5 480 280
0 5 480 360
0 5 480 600
0 5 480 640
0 5 480 680
0 5 520 0
0 5 520 120
0 6 200 525.5
0 5 520 280
0 5 520 360
0 5 520 600
0 5 520 640
0 5 520 680
0 5 560 0
0 5 560 120
0 5 560 280
0 5 560 360
0 5 560 480
0 5 560 640
0 5 560 680
0 5 600 0
0 5 600 120
0 5 600 280
0 5 600 360
0 5 600 480
0 5 600 640
0 5 600 680
0 11 840 605.5
0 5 640 0
0 5 640 120
0 5 640 280
0 5 640 360
0 5 640 480
0 5 640 640
0 5 640 680
0 5 680 0
0 5 680 120
0 5 680 280
0 5 680 360
0 5 680 480
0 5 680 640
0 5 680 680
0 5 720 0
0 5 720 120
0 5 720 280
0 5 720 360
0 5 720 480
0 5 720 640
0 5 720 680
0 5 760 0
0 5 760 120
0 5 760 280
0 5 760 360
0 5 760 480
0 5 760 640
0 5 760 680
0 5 800 0
0 5 800 120
0 5 800 280
0 5 800 360
0 5 800 480
0 5 800 640
0 5 800 680
0 5 840 0
0 5 840 120
0 5 840 280
0 5 840 360
0 5 840 480
0 5 840 640
0 5 840 680
0 5 880 0
0 5 880 120
0 5 880 280
0 5 880 360
0 5 880 440
0 5 880 640
0 5 880 680
0 5 920 0
0 5 920 120
0 5 920 280
0 5 920 360
0 5 920 440
0 5 920 640
0 5 920 680
0 5 960 0
0 5 960 120
0 5 960 280
0 5 960 360
0 5 960 440
0 5 960 640
0 5 960 680
0 5 1000 0
0 5 1000 120
0 5 1000 280
0 5 1000 360
0 5 1000 440
0 5 1000 640
0 5 1000 680
0 5 1040 0
0 5 1040 120
0 5 1040 280
0 5 1040 440
0 5 1040 640
0 5 1040 680
0 5 1080 0
0 5 1080 400
0 5 1080 440
0 5 1080 640
0 5 1080 680
0 5 1120 0
0 5 1120 240
0 5 1120 400
0 5 1120 440
0 5 1120 640
0 5 1120 680
0 5 1160 0
0 5 1160 200
0 5 1160 400
0 5 1160 440
0 5 1160 640
0 5 1160 680
0 5 1200 0
0 5 1200 160
0 5 1200 400
0 5 1200 440
0 5 1200 640
0 5 1200 680
0 5 1240 0
0 5 1240 40
0 5 1240 80
0 5 1240 120
0 5 1240 160
0 5 1240 200
0 5 1240 240
0 5 1240 280
0 5 1240 320
0 5 1240 360
0 5 1240 400
0 5 1240 440
0 5 1240 480
0 5 1240 520
0 5 1240 560
0 5 1240 600
0 5 1240 640
0 5 1240 680
